,Word,x_val,y_val
0,penny,-0.02087971195578575,0.0019774276297539473
1,old,-0.017763232812285423,0.005651933141052723
2,guy,-0.0046513755805790424,0.0053824991919100285
3,hollow,-0.0044878157787024975,0.0012242479715496302
4,men,0.007736029103398323,0.0009963479824364185
5,stuffed,0.0015660590725019574,0.0007668330217711627
6,leaning,-0.007406660355627537,-0.003536435542628169
7,together,0.005431936122477055,0.0072447373531758785
8,headpiece,-0.005163038615137339,0.010154509916901588
9,filled,-0.0011063782731071115,0.00042659047176130116
10,straw,0.001431909971870482,-0.00642045633867383
11,ala,-0.006737911142408848,0.005852492060512304
12,dried,0.0028223353438079357,0.007538406644016504
13,voice,0.00415904400870204,-0.001505480264313519
14,whisper,-0.0023062443360686302,-0.005513348616659641
15,quiet,-0.003110021585598588,0.0029684333130717278
16,meaningless,0.0019493032013997436,0.0035615123342722654
17,wind,0.007486834656447172,-0.0007044564699754119
18,dry,0.003883382072672248,0.003689916105940938
19,grass,-0.0039624604396522045,0.012696352787315845
20,rat,-0.0020892603788524866,-0.007002974394708872
21,foot,0.0015355743234977126,-0.003263048594817519
22,broken,0.010101711377501488,-0.002370708156377077
23,glass,0.001220680889673531,-0.00032426315010525286
24,cellar,0.0018996144644916058,-0.004973442293703556
25,shape,-0.005337110720574856,0.0030515315011143684
26,without,0.004717002622783184,0.0034127964172512293
27,form,0.006079348269850016,-0.001994349528104067
28,shade,-0.0039004243444651365,-0.0026759833563119173
29,colour,-0.005838667508214712,-0.0061865453608334064
30,paralysed,0.00126656424254179,-0.0028009647503495216
31,force,0.0006970312679186463,0.0004610690230038017
32,gesture,-0.005051133222877979,-0.0074044824577867985
33,motion,-0.0019992152228951454,0.0012671753065660596
34,crossed,0.0034413798712193966,-0.0003859058197122067
35,direct,-0.0013653880450874567,-0.0028217891231179237
36,eyes,0.014765954576432705,0.003986884839832783
37,death,0.008814298547804356,0.004008889198303223
38,kingdom,0.03258422762155533,0.00984734483063221
39,remember,0.005145976785570383,-0.0033669909462332726
40,lost,-0.001472131465561688,-0.01037666667252779
41,violent,-0.004951408598572016,-0.002402121666818857
42,soul,-0.010422359220683575,-0.006462997291237116
43,dare,-0.004228075500577688,-0.002211436163634062
44,meet,-0.001829890999943018,0.0020784512162208557
45,dream,0.006827184930443764,0.0018105264753103256
46,appear,-0.005459052976220846,0.0067734369076788425
47,sunlight,-0.015034319832921028,-0.0003225098771508783
48,column,-0.0011013679904863238,0.0020604177843779325
49,tree,-0.003002740442752838,-0.001707869814708829
50,swinging,-0.0032933021429926157,0.000987039995379746
51,singing,0.0014711837284266949,-0.0018390852492302656
52,distant,0.0024204314686357975,0.001209260313771665
53,solemn,0.004708693362772465,-0.0018618210451677442
54,fading,-0.01448877714574337,0.006162592209875584
55,star,0.013767089694738388,-0.003126690862700343
56,let,0.0021980067249387503,-0.010660373605787754
57,nearer,0.002660558093339205,-0.0059424531646072865
58,also,-0.005363199859857559,-0.00656717736274004
59,wear,-0.0019336477853357792,-0.004183540586382151
60,deliberate,0.0008767335675656796,-0.010671648196876049
61,disguise,-0.007224288769066334,-0.004422198515385389
62,coat,0.0017947936430573463,0.0034798551350831985
63,crowskin,-0.006437419448047876,-0.0071238442324101925
64,stave,-0.004152155946940184,0.005377187393605709
65,field,-0.005204136483371258,0.0030961891170591116
66,behaving,0.00326656480319798,0.0017629389185458422
67,behaves,0.0003601396456360817,-0.0015121372416615486
68,final,-0.003924509976059198,0.009593704715371132
69,meeting,0.0027645465452224016,0.006153234746307135
70,twilight,-0.0005890711327083409,-0.008122674189507961
71,land,0.004048398230224848,0.0026714105624705553
72,cactus,-0.004636404570192099,0.0003250458394177258
73,stone,0.002556626219302416,0.0007893745205365121
74,image,-0.012568576261401176,0.013399474322795868
75,raised,0.007449429947882891,0.0052545154467225075
76,receive,0.000906022556591779,0.0033739644568413496
77,supplication,-0.008236540481448174,-0.0014132417272776365
78,hand,-0.005313171539455652,-0.0016745389439165592
79,twinkle,-0.001988807460293174,0.005091478116810322
80,like,-0.004413732793182135,0.0012751222820952535
81,waking,-0.0028112621512264013,0.0045353323221206665
82,alone,0.0013227732852101326,0.007734768558293581
83,hour,-0.0002908143796958029,0.003590328386053443
84,trembling,-0.0009545331122353673,0.001584743382409215
85,tenderness,-6.149850378278643e-05,-0.007737497799098492
86,lip,0.001140300533734262,-0.0006070808158256114
87,would,0.004071369767189026,-0.0028036374133080244
88,kiss,-0.004447560291737318,-0.006817400921136141
89,prayer,-0.003953525796532631,0.000464609416667372
90,valley,0.007698520086705685,0.005057806149125099
91,dying,-0.0037380203139036894,0.0061726863496005535
92,jaw,-4.791330866282806e-05,-0.0023834023158997297
93,last,-0.007356850430369377,0.005781331565231085
94,place,0.002845959970727563,0.00047037191689014435
95,grope,-0.006915089208632708,0.007071745116263628
96,avoid,-0.0006559506291523576,-0.00349323358386755
97,speech,0.003445782931521535,-0.007911047898232937
98,gathered,0.0022537449840456247,0.002527630655094981
99,beach,0.004378190264105797,-0.009832215495407581
100,tumid,0.005924047902226448,-0.0030791531316936016
101,river,0.002312653698027134,-0.004818648099899292
102,sightless,-0.0016640485264360905,0.003957255277782679
103,unless,-0.00023927530855871737,-0.00032469985308125615
104,reappear,0.004023534245789051,-0.0007649048347957432
105,perpetual,-0.0029576458036899567,0.0004648493486456573
106,multifoliate,-0.005258198361843824,-0.0011585935717448592
107,rose,0.001647292636334896,0.0008497331873513758
108,hope,-0.005622723139822483,0.003379006404429674
109,empty,0.0012689734576269984,-0.002916735364124179
