,Word,x_val,y_val
0,hope,-1.8334063291549683,-0.8632234930992126
1,turn,-1.0078092813491821,-0.8100128173828125
2,desiring,-0.501000702381134,-0.35000553727149963
3,gift,-0.4813167452812195,-0.326803982257843
4,scope,-0.4589183032512665,-0.2923780679702759
5,longer,0.05808288976550102,-0.6117887496948242
6,strive,-0.815987229347229,-0.3073660135269165
7,towards,-0.624592125415802,-0.10987121611833572
8,things,-0.6673523783683777,-0.03773335739970207
9,agèd,-1.2784230709075928,-0.2411373406648636
10,eagle,-0.3261195421218872,-0.13162770867347717
11,stretch,-0.2490461766719818,-0.09694402664899826
12,wings,0.5898147225379944,-0.3481958508491516
13,mourn,-0.14796145260334015,-0.08427610993385315
14,vanished,-0.11661217361688614,-0.06335043907165527
15,power,0.8838039040565491,0.43566471338272095
16,usual,-0.11265204101800919,-0.0775507241487503
17,reign,-0.0734557956457138,-0.09280962496995926
18,know,0.10081515461206436,0.11475013941526413
19,infirm,0.003711095778271556,-0.07605545222759247
20,glory,0.01143511850386858,-0.06473226845264435
21,positive,0.02621418982744217,-0.06276890635490417
22,hour,1.9918879270553589,-0.14445911347866058
23,think,0.0727505311369896,-0.08897906541824341
24,shall,-0.04571190103888512,0.008380073122680187
25,one,-0.07942908257246017,0.3423110246658325
26,veritable,0.02738439291715622,-0.019914057105779648
27,transitory,0.04369121044874191,0.004648298025131226
28,drink,0.08023340255022049,0.014544783160090446
29,tree,0.553995668888092,-0.03363659232854843
30,flower,0.08111859858036041,0.01712728850543499
31,spring,0.41473275423049927,-0.07299529016017914
32,flow,0.056259818375110626,0.0988689512014389
33,nothing,0.03150443360209465,0.14963413774967194
34,time,0.4986077845096588,1.2015153169631958
35,always,0.0018296338384971023,0.5343834161758423
36,place,0.00667427945882082,0.7448557019233704
37,actual,-0.09215493500232697,0.4863116443157196
38,rejoice,0.5173039436340332,-0.5513345003128052
39,renounce,-0.44046735763549805,-0.25812965631484985
40,blessèd,0.2106216996908188,-0.26629048585891724
41,face,-1.220188856124878,-0.24334609508514404
42,voice,0.32661157846450806,-0.18027974665164948
43,consequently,-0.09034790843725204,-0.39346835017204285
44,construct,0.13487647473812103,-0.46051788330078125
45,something,0.32789844274520874,-0.538647472858429
46,upon,1.3263520002365112,-1.3248275518417358
47,pray,2.698817491531372,-1.268919587135315
