,Word,x_val,y_val
0,i,0.019424617290496826,0.0025778955314308405
1,.,0.025647811591625214,0.004341140389442444
2,the,0.04882434383034706,-0.00018848592299036682
3,burial,-0.0006054231198504567,0.0018795126816257834
4,of,0.03802960738539696,-0.0002491843479219824
5,dead,0.014739438891410828,-0.004147475119680166
6,april,-0.004151166882365942,-0.0018810307374224067
7,is,0.01906728185713291,0.004865580704063177
8,cruellest,0.0010471987770870328,0.008507823571562767
9,month,-0.0038562214467674494,0.000486066477606073
10,",",0.06612306088209152,0.003922147676348686
11,breeding,-0.003956896252930164,-0.0005994257517158985
12,lilacs,-0.003533368231728673,-0.00199341494590044
13,out,0.013402502983808517,-0.0016668963944539428
14,land,-0.005690969992429018,0.0024467715993523598
15,mixing,-0.0008061531116254628,0.0027289188001304865
16,memory,-0.0007762502646073699,0.00021405158622656018
17,and,0.03569993004202843,-0.0060726311057806015
18,desire,-0.00031511319684796035,0.003645786317065358
19,stirring,-0.004119245335459709,-0.0023099789395928383
20,dull,0.0024381536059081554,0.0013914161827415228
21,roots,0.0005178641295060515,-0.00010330098302802071
22,with,0.01908203214406967,0.002391751389950514
23,spring,0.0028893123380839825,-0.005449797958135605
24,rain,0.006901128683239222,-0.004077640827745199
25,winter,0.0004639613616745919,-0.0026778315659612417
26,kept,-0.004934718366712332,-0.0031604510731995106
27,us,0.003647313918918371,-0.004859409760683775
28,warm,-0.006162285804748535,0.007861356250941753
29,covering,-0.0006193758454173803,-0.00032639532582834363
30,earth,-0.0009848435875028372,-0.005905391648411751
31,in,0.030502956360578537,-0.0008486088481731713
32,forgetful,0.0024985852651298046,0.0035928082652390003
33,snow,-0.0011017635697498918,0.0016483039362356067
34,feeding,-0.003397975815460086,-0.003905000863596797
35,a,0.036367110908031464,-0.0020859024953097105
36,little,0.00014321060734800994,0.0019440596224740148
37,life,-0.0013791810488328338,0.0051738061010837555
38,dried,-0.004644043743610382,0.003633198095485568
39,tubers,-0.0037565878592431545,-0.004619419574737549
40,summer,-0.0005905588041059673,0.000697283772751689
41,surprised,-0.004427593667060137,0.0015850213821977377
42,coming,-0.002691546455025673,-0.0001736502454150468
43,over,0.01724187470972538,0.004004555754363537
44,starnbergersee,0.0028701883275061846,-0.002084883162751794
45,shower,0.0013888550456613302,-0.0018009599298238754
46,;,0.011909260414540768,-0.0031048948876559734
47,we,0.02113562822341919,-0.0002598243881948292
48,stopped,-0.0043115802109241486,-0.0002581530134193599
49,colonnade,-0.005553726572543383,0.004428070038557053
50,went,-0.005569359753280878,0.004172205459326506
51,on,0.030629651620984077,0.004269173834472895
52,sunlight,-0.00493432255461812,0.0007852540002204478
53,into,0.0014074582140892744,0.00140783516690135
54,hofgarten,-0.005336298141628504,-0.0038610000628978014
55,drank,-0.006634025368839502,-0.004683381412178278
56,coffee,0.000989865162409842,0.0013627278385683894
57,talked,-0.0015247998526319861,-0.0023824195377528667
58,for,0.012446881271898746,-5.8570876717567444e-05
59,an,-0.0039321500808000565,-5.1774117309832945e-05
60,hour,0.006519358605146408,0.002321562496945262
61,bin,0.0006831976352259517,-0.0005338170449249446
62,gar,-0.0011969407787546515,0.0007996726199053228
63,keine,-0.005699500907212496,-0.0017419671639800072
64,russin,-0.0032013931777328253,-0.002207638928666711
65,stamm,-5.2109233365627006e-05,-0.0015218374319374561
66,’,0.028124883770942688,-0.006055941339582205
67,aus,-0.004977989010512829,-0.003177267499268055
68,litauen,0.0011208239011466503,-0.0001502763043390587
69,echt,0.0025458969175815582,-0.0011288831010460854
70,deutsch,-0.005621702875941992,-0.009413596242666245
71,when,0.011755000799894333,0.00041160202817991376
72,were,0.01986434869468212,0.004194581415504217
73,children,-0.005332448054105043,-0.0038958832155913115
74,staying,-0.002621835097670555,-0.0020506959408521652
75,at,0.015573224052786827,-0.002281838795170188
76,arch-duke,0.00019371348025742918,-0.001672753132879734
77,s,0.025266127660870552,0.003961900714784861
78,my,0.01622346043586731,0.0040658931247889996
79,cousin,-0.004109598230570555,0.003206405555829406
80,he,0.009967111982405186,0.003695304738357663
81,took,-0.0023074785713106394,-0.0034734848886728287
82,me,0.01746669039130211,0.003325181780382991
83,sled,0.0014803992817178369,0.006188222672790289
84,was,0.014669356867671013,0.0067503973841667175
85,frightened,-0.0027999114245176315,-0.005889225285500288
86,said,0.009389943443238735,-0.0015223316149786115
87,marie,0.003943420015275478,-0.002479654736816883
88,hold,0.0011401416268199682,0.0030268451664596796
89,tight,0.0006043722969479859,-0.003820894518867135
90,down,0.013918370008468628,0.004862794186919928
91,mountains,0.015923580154776573,-0.008794561959803104
92,there,0.01927734538912773,0.005081785377115011
93,you,0.020472440868616104,0.0025164554826915264
94,feel,-0.009617033414542675,-0.0019370410591363907
95,free,-0.004872607532888651,-0.0016455347649753094
96,read,-0.011482744477689266,-0.0020886389538645744
97,much,-0.003801728831604123,0.003807160072028637
98,night,0.010716197080910206,0.004755052272230387
99,go,-0.0032612676732242107,-0.000807168718893081
100,south,-0.0070361788384616375,0.0007790174568071961
101,what,0.012055565603077412,0.001755857840180397
102,are,0.02000758796930313,-0.0014014572370797396
103,that,0.017855148762464523,-0.0075728436931967735
104,clutch,4.629450631910004e-05,-0.0039198328740894794
105,branches,-6.219795614015311e-05,0.0007127896533347666
106,grow,-0.003756873309612274,-0.0045773922465741634
107,this,0.012783635407686234,-0.006005352828651667
108,stony,-0.001540407887659967,-0.001805247156880796
109,rubbish,-0.001578712253831327,-0.011186176910996437
110,?,0.013706875033676624,-0.0002620355226099491
111,son,-0.00018711405573412776,0.002983258804306388
112,man,0.012734472751617432,0.004063704051077366
113,can,0.014218810945749283,-0.004155467730015516
114,not,0.020809641107916832,-0.007628433872014284
115,say,-0.006131499074399471,0.0013417224399745464
116,or,0.010459133423864841,-0.0012327407021075487
117,guess,-0.00025982342776842415,0.0010867214296013117
118,know,0.003870141925290227,0.0032565288711339235
119,only,0.02197127230465412,0.002454066416248679
120,heap,-0.00451760133728385,0.0009828022448346019
121,broken,0.007502391934394836,0.00428781658411026
122,images,0.0017085388535633683,0.0026886858977377415
123,where,0.008209955878555775,0.008962128311395645
124,sun,0.001809304696507752,0.002672160742804408
125,beats,3.429304342716932e-05,0.0008974541560746729
126,tree,-0.002830666257068515,0.0007866884698159993
127,gives,-0.0005898430827073753,-0.0015561850741505623
128,no,0.01702350564301014,0.002379787154495716
129,shelter,-0.0004812116385437548,0.0003485889174044132
130,cricket,-0.0024022080469876528,-0.004234321881085634
131,relief,0.0011268676025792956,-0.004053307697176933
132,dry,0.009619181044399738,-0.0018737725913524628
133,stone,0.0008349231211468577,-0.0030678065959364176
134,sound,0.006954813376069069,0.0037573238369077444
135,water,0.021673323586583138,-0.001752050593495369
136,shadow,-0.0035142614506185055,0.00503124576061964
137,under,0.006391359027475119,9.019675781019032e-05
138,red,0.00819286797195673,0.0006342080887407064
139,rock,0.02399977669119835,-0.004673917777836323
140,(,0.003957787994295359,0.0019341284641996026
141,come,-0.010218010284006596,-0.004424043465405703
142,),0.009624704718589783,-0.0029513873159885406
143,will,0.003548863809555769,-0.003584397491067648
144,show,-0.00044433033326640725,0.004399755038321018
145,something,-0.0002625756314955652,0.0008950784103944898
146,different,-0.001724694506265223,-0.002063052263110876
147,from,0.021574553102254868,0.002995214657858014
148,either,-0.005929695442318916,0.00018069158250000328
149,your,0.008892208337783813,0.0018048404017463326
150,morning,-0.0033934307284653187,-0.0003392414073459804
151,striding,-0.002350236987695098,0.0010985002154484391
152,behind,0.007514213211834431,0.002815165789797902
153,evening,0.0013424273347482085,-0.0015035249525681138
154,rising,-0.003893620800226927,-0.003707160474732518
155,to,0.022622032091021538,0.0025710170157253742
156,meet,0.0013521433575078845,-0.002026431495323777
157,fear,-0.002405446022748947,0.0041490960866212845
158,handful,-0.0031406229827553034,-0.004115473013371229
159,dust,-0.005485041532665491,-0.0016374666010960937
160,frisch,-0.005756339058279991,-0.006719689350575209
161,weht,0.003488048678264022,-0.0016882159980013967
162,der,0.004842257127165794,0.0003791868221014738
163,wind,0.011291345581412315,-0.004485865123569965
164,heimat,0.0012557687005028129,0.0015637128381058574
165,zu,-0.0023332012351602316,0.00518504623323679
166,mein,-0.0028791557997465134,-0.004031968768686056
167,irisch,0.0012029253412038088,0.001977746607735753
168,kind,0.0005848848377354443,0.0017394907772541046
